rank_window,heat_score,heat_rank_score,source,kind,agency,title,published_date,url,document_url,format,rationale,heat_score_today,exact_url_mentions_today,filename_mentions_today,social_exact_mentions_today,social_engagement_today,providers_checked_today,errors_today,heat_score_7d,exact_url_mentions_7d,filename_mentions_7d,social_exact_mentions_7d,social_engagement_7d,providers_checked_7d,errors_7d,heat_score_30d,exact_url_mentions_30d,filename_mentions_30d,social_exact_mentions_30d,social_engagement_30d,providers_checked_30d,errors_30d
7d,0.0,0.0,NYC Independent Budget Office,report,,Continued But Tempered Growth in Delicate Times: A Reestimate of the Mayor’s Executive Budget,2022-05-16,https://ibo.nyc.ny.us/iboreports/continued-but-tempered-growth-in-delicate-times-a-reestimate-of-the-mayors-executive-budget-may2022.pdf,https://ibo.nyc.ny.us/iboreports/continued-but-tempered-growth-in-delicate-times-a-reestimate-of-the-mayors-executive-budget-may2022.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Key Findings From IBO’s Latest Economic Forecast and Review of the Mayor’s 2023 Preliminary Budget and Financial Plan,2022-03-02,https://ibo.nyc.ny.us/iboreports/preliminary-budget-snapshot-march-2022.html,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Webinar: Key Findings From Our Latest Economic Forecast & Review of the November Financial Plan,2022-01-25,https://ibo.nyc.ny.us/iboreports/key-findings-from-our-latest-economic-forecast-and-review%20-of-the-november-finacial-plan-webinar-slides-january-2022.html,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"A Forecast in Uncertain Times: Modest Budget Shortfalls Projected, But Risks To Outlook Increase as Infections Surge",2022-01-04,https://ibo.nyc.ny.us/iboreports/a-forecast-in-uncertain-times-modest-budget-shortfalls-projected-but-risks-to-outlook-increase-as-infections-surge-jamuary-2022.pdf,https://ibo.nyc.ny.us/iboreports/a-forecast-in-uncertain-times-modest-budget-shortfalls-projected-but-risks-to-outlook-increase-as-infections-surge-jamuary-2022.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"Double Shot: An Infusion of Federal Funds Boosts City’s Bottom Line, as Vaccines Bring Optimism for Economic Recovery",2021-05-17,https://ibo.nyc.ny.us/iboreports/double-shot-an-infusion-of-federal-funds-boosts-citys-bottom-line-as-vaccines-bring-optimism-for-economic-recovery-executive-budget-report-may-2021.pdf,https://ibo.nyc.ny.us/iboreports/double-shot-an-infusion-of-federal-funds-boosts-citys-bottom-line-as-vaccines-bring-optimism-for-economic-recovery-executive-budget-report-may-2021.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"Hard Times Ahead?: While Projected Budget Gaps Are Modest, the Economic and Fiscal Risks NYC Faces Are Not",2021-01-06,https://ibo.nyc.ny.us/iboreports/hard-times-ahead-while-projected-budget-gaps-are-modest-the-economic-and-fiscal-risks-nyc-faces-are-not-fiscal-outlook-january-2021.pdf,https://ibo.nyc.ny.us/iboreports/hard-times-ahead-while-projected-budget-gaps-are-modest-the-economic-and-fiscal-risks-nyc-faces-are-not-fiscal-outlook-january-2021.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,How Much Did the 2021 Adopted Budget Reduce Spending For the New York City Police Department?,2020-08-18,https://ibo.nyc.ny.us/cgi-park2/2020/08/how-much-did-the-2021-adopted-budget-reduce-spending-for-the-new-york-city-police-department,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Snapshot: IBO's Updated Economic and Revenue Forecast and Review of the Adopted Budget for 2021,2020-07-21,https://ibo.nyc.ny.us/iboreports/adopted-budget-snapshot-july-2020.html,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Snapshot: Key Findings From IBO's Review of the Mayor's Preliminary Budget for 2021,2020-02-05,https://ibo.nyc.ny.us/iboreports/preliminary-budget-snapshot-february-2020.html,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"Revenues, Risks & Reserves: NYC’s Budget Remains Sound Despite Slowing Economy, Fiscal Perils from Albany & Beyond",2019-12-23,https://ibo.nyc.ny.us/iboreports/revenues-risks-reserves-nycs-budget-remains-sound-despite-slowing-economy-fiscal-perils-from-albany-beyond-fiscal-outlook-december-2019.pdf,https://ibo.nyc.ny.us/iboreports/revenues-risks-reserves-nycs-budget-remains-sound-despite-slowing-economy-fiscal-perils-from-albany-beyond-fiscal-outlook-december-2019.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Testimony on the Executive Budget for 2020,2019-05-23,https://ibo.nyc.ny.us/iboreports/executive-budget-testimony-may-2019.pdf,https://ibo.nyc.ny.us/iboreports/executive-budget-testimony-may-2019.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"Recession Ahead? While Concerns Mount, Projections Show Moderate Growth In NYC Tax Revenue for the Upcoming Years",2019-05-15,https://ibo.nyc.ny.us/iboreports/recession-ahead-while-concerns-mount-projections-show-moderate-growth-in-nyc-tax-revenue-for-the-upcoming-years-may-2019.pdf,https://ibo.nyc.ny.us/iboreports/recession-ahead-while-concerns-mount-projections-show-moderate-growth-in-nyc-tax-revenue-for-the-upcoming-years-may-2019.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"Still Rolling On: Slower Economic Growth Ahead, But Tax Revenue Will Continue to Rise",2018-12-20,https://ibo.nyc.ny.us/iboreports/still-rolling-on-slower-economicg-growth-ahead-but-tax-revenue-will-continue-to-rise-december-2018.pdf,https://ibo.nyc.ny.us/iboreports/still-rolling-on-slower-economicg-growth-ahead-but-tax-revenue-will-continue-to-rise-december-2018.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Testimony to the New York City Council On the Mayor's 2019 Executive Budget,2018-05-24,https://ibo.nyc.ny.us/iboreports/executive-budget-testimony-may-2018.pdf,https://ibo.nyc.ny.us/iboreports/executive-budget-testimony-may-2018.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"Tough Times Ahead? The City’s Fiscal Condition Is Stable, At Least for Now",2018-05-15,https://ibo.nyc.ny.us/iboreports/tough-times-ahead-the-citys-fiscal-condition-is-stable-at-least-for-now-may-2018.pdf,https://ibo.nyc.ny.us/iboreports/tough-times-ahead-the-citys-fiscal-condition-is-stable-at-least-for-now-may-2018.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"Disruption Ahead? NYC’s Current Fiscal Outlook Looks Stable, But Federal Tax Overhaul & Budget Cuts Lurk",2018-05-24,https://www.ibo.nyc.ny.us/iboreports/disruption-ahead-nycs-current-fiscal-outlook-looks-stable-but-federal-tax-overhaul-and-budget-cuts-lurk-2017.pdf,https://www.ibo.nyc.ny.us/iboreports/disruption-ahead-nycs-current-fiscal-outlook-looks-stable-but-federal-tax-overhaul-and-budget-cuts-lurk-2017.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Testimony on the Mayor's Executive Budget for 2018,2017-05-25,https://www.ibo.nyc.ny.us/iboreports/testimony-on-the-mayors-2018-executive-budget-may-2017.pdf,https://www.ibo.nyc.ny.us/iboreports/testimony-on-the-mayors-2018-executive-budget-may-2017.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Facing Continued Threats From Washington: Mayor’s Budget Maintains Substantial Reserves & Increases Local Spending,2017-05-15,https://www.ibo.nyc.ny.us/iboreports/facing-continued-threats-from-washington-mayors-budget-maintains-substantial-reserves-and-increases-local-spending-may-2017.pdf,https://www.ibo.nyc.ny.us/iboreports/facing-continued-threats-from-washington-mayors-budget-maintains-substantial-reserves-and-increases-local-spending-may-2017.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,A Forecast in Uncertain Times: Only Modest Budget Shortfalls Ahead Despite a Slowdown in Local Economic Growth,2016-12-15,https://www.ibo.nyc.ny.us/iboreports/a-forecast-in-uncertain-times-only-modest-budget-shortfalls-ahead-despite-a-slowdown-in-local-economic-growth.pdf,https://www.ibo.nyc.ny.us/iboreports/a-forecast-in-uncertain-times-only-modest-budget-shortfalls-ahead-despite-a-slowdown-in-local-economic-growth.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,What the Budgeted Expansion Means for the City’s Summer Youth Employment Program & What Questions Remain,2022-03-11,https://ibo.nyc.ny.us/iboreports/what-the-budgeted-expansion-means-for-the-citys-summer-youth-employment-program-and-what-question-remain-fopb-march-2022.pdf,https://ibo.nyc.ny.us/iboreports/what-the-budgeted-expansion-means-for-the-citys-summer-youth-employment-program-and-what-question-remain-fopb-march-2022.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Two Covid-Necessitated Learning Programs Likely To Exceed Their $150 Million Budget,2021-04-08,https://ibo.nyc.ny.us/iboreports/two-covid-necessitated-learning-programs-likely-to-exceed-their-150-million-budget-april-2021.pdf,https://ibo.nyc.ny.us/iboreports/two-covid-necessitated-learning-programs-likely-to-exceed-their-150-million-budget-april-2021.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,A Summer of Discontent? Mayor Budgets for Summer Closures and Program Cancelation,2020-06-15,https://ibo.nyc.ny.us/iboreports/a-summer-of-discontent-mayor-budgets-for-summer-closures-and-program-cancelations-foem-june-2020.pdf,https://ibo.nyc.ny.us/iboreports/a-summer-of-discontent-mayor-budgets-for-summer-closures-and-program-cancelations-foem-june-2020.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,How Much Might Youth and Their Families Lose in Wages If The Summer Youth Employment Program Is Canceled?,2020-06-11,https://ibo.nyc.ny.us/cgi-park2/2020/06/how-much-might-youth-and-their-families-lose-in-wages-if-the-summer-youth-employment-program-is-canceled,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Proposed State Budget Continues Pattern of Cuts to Child Welfare,2020-03-18,https://ibo.nyc.ny.us/iboreports/proposed-state-budget-continues-pattern-of-cuts-to-child-welfare-fopb-march-2020.pdf,https://ibo.nyc.ny.us/iboreports/proposed-state-budget-continues-pattern-of-cuts-to-child-welfare-fopb-march-2020.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"Additional Funds for Summer Youth Employment, But Uncertainties Remain",2018-03-21,https://ibo.nyc.ny.us/iboreports/additional-funds-for-summer-youth-employment-but-uncertainties-remain-fopb-march-2019.pdf,https://ibo.nyc.ny.us/iboreports/additional-funds-for-summer-youth-employment-but-uncertainties-remain-fopb-march-2019.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Who Are the Main Sources for Reports of Alleged Child Abuse and Maltreatment in New York City?,2018-10-18,https://ibo.nyc.ny.us/cgi-park2/2018/10/who-are-the-main-sources-for-reports-of-alleged-child-abuse-and-maltreatment-in-new-york-city,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Governor’s Budget Would Cut Funding to NYC for Child Welfare and Juvenile Justice by $190 Million,,https://ibo.nyc.ny.us/iboreports/governors-budget-would-cut-funding-to-nyc-for-child-welfare-and-juvenile-justice-by-190-million-march-2018.pdf,https://ibo.nyc.ny.us/iboreports/governors-budget-would-cut-funding-to-nyc-for-child-welfare-and-juvenile-justice-by-190-million-march-2018.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Governor’s Budget Shifts Larger Share of Foster Care Costs to the City,2017-03-27,https://www.ibo.nyc.ny.us/iboreports/governors-budget-shifts-larger-share-of-foster-care-costs-to-the-city-march-2017.pdf,https://www.ibo.nyc.ny.us/iboreports/governors-budget-shifts-larger-share-of-foster-care-costs-to-the-city-march-2017.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Has the City’s Expansion of Alternative-to-Placement Programs Reduced the Share of Juvenile Delinquents Confined to Residential Facilities?,2016-06-20,https://ibo.nyc.ny.us/cgi-park2?p=1426,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Are Fewer Child Care Vouchers for 4-Year-Olds Being Used Because of the Expansion of Full-Day Pre-K?,2016-04-19,https://ibo.nyc.ny.us/cgi-park2?p=1379,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,How Has the Recent Decline in the Number of Children in Foster Care Affected Costs?,2013-10-08,https://ibo.nyc.ny.us/cgi-park2?p=538,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Will More Youth Get Jobs in the City’s Summer Jobs Program This Year Than in Recent Summers?,2013-07-15,https://ibo.nyc.ny.us/cgi-park2?p=461,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Government Publications Portal,publication,,"The City Record, May 22, 2026",2026-05-22,https://a860-gpp.nyc.gov/concern/nyc_government_publications/x346d9786?locale=en,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Government Publications Portal,publication,,"DHS Daily Shelter Report (May 22, 2026)",2026-05-22,https://a860-gpp.nyc.gov/concern/nyc_government_publications/fb494f77s?locale=en,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Government Publications Portal,publication,,"The City Record, May 21, 2026",2026-05-21,https://a860-gpp.nyc.gov/concern/nyc_government_publications/jm214v795?locale=en,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Government Publications Portal,publication,,"DHS Daily Shelter Report (May 21, 2026)",2026-05-21,https://a860-gpp.nyc.gov/concern/nyc_government_publications/1544bv431?locale=en,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Government Publications Portal,publication,,Quarterly EEO and Diversity Plan Implementation,2026-05-21,https://a860-gpp.nyc.gov/concern/nyc_government_publications/kk91fs170?locale=en,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Government Publications Portal,publication,,DPR | Q2 2026 - Quarterly Equal Employment Opportunity and Diversity Plan Implementation,2026-05-21,https://a860-gpp.nyc.gov/concern/nyc_government_publications/0p096d81b?locale=en,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Government Publications Portal,publication,,"The City Record, May 20, 2026",2026-05-20,https://a860-gpp.nyc.gov/concern/nyc_government_publications/s7526j657?locale=en,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Government Publications Portal,publication,,"DHS Daily Shelter Report (May 20, 2026)",2026-05-20,https://a860-gpp.nyc.gov/concern/nyc_government_publications/r781wn43d?locale=en,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Government Publications Portal,publication,,DPR | Q3 2026 - Quarterly Equal Employment Opportunity and Diversity Plan Implementation,2026-05-20,https://a860-gpp.nyc.gov/concern/nyc_government_publications/ns064c74t?locale=en,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Government Publications Portal,publication,,Current State of Rent Stabilized Housing,2026-05-20,https://a860-gpp.nyc.gov/concern/nyc_government_publications/3t945x34h?locale=en,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,The Effect of EarlyLearn NYC on Subsidized Childcare Capacity,,https://www.ibo.nyc.ny.us/iboreports/earlylearn53012.pdf,https://www.ibo.nyc.ny.us/iboreports/earlylearn53012.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Bearing the Cost of Early Intervention Services: Recent Changes Not Likely to Shift Much Spending From City & State to Private Insurers,,https://www.ibo.nyc.ny.us/iboreports/ei4192012.pdf,https://www.ibo.nyc.ny.us/iboreports/ei4192012.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"A Changed Emphasis in City’s Child Welfare System: How Has Shift Away From Foster Care Affected Funding, Spending, Caseloads?",,https://www.ibo.nyc.ny.us/iboreports/childwelfare101211.pdf,https://www.ibo.nyc.ny.us/iboreports/childwelfare101211.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"City’s Subsidized Child Care System Faces Rising Costs, Shrinking Funds",,https://www.ibo.nyc.ny.us/iboreports/childcareoctober2010.pdf,https://www.ibo.nyc.ny.us/iboreports/childcareoctober2010.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Effect of Closing ACS Day Care Centers to Kindergartners on Average Kindergarten Class Size,,https://www.ibo.nyc.ny.us/iboreports/acskindergartenletter.pdf,https://www.ibo.nyc.ny.us/iboreports/acskindergartenletter.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Testimony to the New York City Council Youth Services Committee On the LGBTQ Commission Report,,https://www.ibo.nyc.ny.us/iboreports/runawayyouthcc92110pdf.pdf,https://www.ibo.nyc.ny.us/iboreports/runawayyouthcc92110pdf.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,City Spending for Runaway and Homeless Youth Grows Steadily,,https://www.ibo.nyc.ny.us/iboreports/rhyaugust122010.pdf,https://www.ibo.nyc.ny.us/iboreports/rhyaugust122010.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,Estimated Costs of Language Access Policies in New York City Agencies,,https://www.ibo.nyc.ny.us/iboreports/OddoLetterSeptember2009.pdf,https://www.ibo.nyc.ny.us/iboreports/OddoLetterSeptember2009.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,A One-Time Cure for the Summertime Job Blues,,https://ibo.nyc.ny.us/cgi-park?p=62,,html,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"Since 2000, Funding Changes Cause Annual Uncertainty for Summer Jobs Program",,https://www.ibo.nyc.ny.us/iboreports/SYEP_jun2006.pdf,https://www.ibo.nyc.ny.us/iboreports/SYEP_jun2006.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
7d,0.0,0.0,NYC Independent Budget Office,report,,"As City Plans Child Care Improvements, Funding Tightens",,https://www.ibo.nyc.ny.us/iboreports/ChildcareFB_dec2005.pdf,https://www.ibo.nyc.ny.us/iboreports/ChildcareFB_dec2005.pdf,pdf,no public link pickups found in checked sources,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",,0.0,0,0,0,0,"bluesky,hackernews,newsrss",
